id,name,party,partyLabel,votes,election,electionLabel,ranking
Q6530733,Leslie Cree,Q841045,Ulster Unionist Party,4482,Q2076187,2003 Assembly election,1
Q5349324,Eileen Bell,Q244927,Alliance Party of Northern Ireland,5237,Q2076187,2003 Assembly election,2
Q4707281,Alan McFarland,Q841045,Ulster Unionist Party,4502,Q2076187,2003 Assembly election,3
Q7347473,Robert McCartney,Q985706,UK Unionist Party,4102,Q2076187,2003 Assembly election,4
Q7177640,Peter Weir,Q215519,Democratic Unionist Party,4031,Q2076187,2003 Assembly election,5
Q4716944,Alex Easton,Q215519,Democratic Unionist Party,3839,Q2076187,2003 Assembly election,6
,Diana Peacocke,Q841045,Ulster Unionist Party,3418,Q2076187,2003 Assembly election,7
Q6539687,Liam Logan,Q175443,Social Democratic and Labour Party,2158,Q2076187,2003 Assembly election,8
Q264117,Brian Wilson,Q327591,Independent (politician),1718,Q2076187,2003 Assembly election,9
Q6152576,Jane Morrice,Q7058538,Northern Ireland Women's Coalition,1587,Q2076187,2003 Assembly election,10
Q24052783,Alan Chambers,Q327591,Independent (politician),1242,Q2076187,2003 Assembly election,11
Q6220906,John Barry,Q1096979,Green Party of Northern Ireland,800,Q2076187,2003 Assembly election,12
Q7609180,Stephen Farry,Q244927,Alliance Party of Northern Ireland,751,Q2076187,2003 Assembly election,13
,Julian Robertson,Q7058484,Northern Ireland Conservatives,508,Q2076187,2003 Assembly election,14
,Alan Field,Q327591,Independent (politician),448,Q2076187,2003 Assembly election,15
Q17016903,David Rose,Q1817613,Progressive Unionist Party,327,Q2076187,2003 Assembly election,16
,Maria George,Q76382,Sinn Féin,265,Q2076187,2003 Assembly election,17
,Tom Sheridan,Q10647,UK Independence Party,210,Q2076187,2003 Assembly election,18
,Christopher Carter,Q327591,Independent (politician),109,Q2076187,2003 Assembly election,19
Q7347473,Robert McCartney,Q985706,UK Unionist Party,8188,Q2076208,1998 Assembly election,1
Q4707281,Alan McFarland,Q841045,Ulster Unionist Party,5466,Q2076208,1998 Assembly election,2
Q6235810,John Gorman,Q841045,Ulster Unionist Party,5346,Q2076208,1998 Assembly election,3
Q5349324,Eileen Bell,Q244927,Alliance Party of Northern Ireland,5985,Q2076208,1998 Assembly election,4
Q6152576,Jane Morrice,Q7058538,Northern Ireland Women's Coalition,4898,Q2076208,1998 Assembly election,5
Q7177640,Peter Weir,Q841045,Ulster Unionist Party,4751,Q2076208,1998 Assembly election,6
,Alan Graham,Q215519,Democratic Unionist Party,4443,Q2076208,1998 Assembly election,7
Q6763228,Marietta Farrell,Q175443,Social Democratic and Labour Party,2458,Q2076208,1998 Assembly election,8
,Elizabeth Roche,Q985706,UK Unionist Party,2265,Q2076208,1998 Assembly election,9
,Gavin Walker,Q244927,Alliance Party of Northern Ireland,2095,Q2076208,1998 Assembly election,10
Q24052783,Alan Chambers,Q327591,Independent (politician),1751,Q2076208,1998 Assembly election,11
,Stewart Currie,Q1817613,Progressive Unionist Party,1583,Q2076208,1998 Assembly election,12
Q264117,Brian Wilson,Q327591,Independent (politician),1396,Q2076208,1998 Assembly election,13
Q7592812,St Clair McAlister,Q215519,Democratic Unionist Party,1354,Q2076208,1998 Assembly election,14
,Leonard Fee,Q7058484,Northern Ireland Conservatives,365,Q2076208,1998 Assembly election,15
,Tom Lindsay,Q1781051,Ulster Democratic Party,295,Q2076208,1998 Assembly election,16
,Vanessa Baird-Gunning,Q6467508,Labour Party of Northern Ireland,218,Q2076208,1998 Assembly election,17
,Christopher Carter,Q327591,Independent (politician),77,Q2076208,1998 Assembly election,18
,Andrea Gribben,Q491782,Natural Law Party,42,Q2076208,1998 Assembly election,19
Q6137309,James Kilfedder,Q7879995,Ulster Popular Unionist Party,13958,Q11918778,1982 Assembly Election,1
Q333991,John Taylor,Q841045,Ulster Unionist Party,7258,Q11918778,1982 Assembly Election,2
Q7521093,Simpson Gibson,Q215519,Democratic Unionist Party,6391,Q11918778,1982 Assembly Election,3
Q8273594,John Cushnahan,Q244927,Alliance Party of Northern Ireland,6069,Q11918778,1982 Assembly Election,4
Q5081144,Lord Dunleath,Q244927,Alliance Party of Northern Ireland,6161,Q11918778,1982 Assembly Election,5
Q7983985,Wesley Pentland,Q215519,Democratic Unionist Party,6930,Q11918778,1982 Assembly Election,6
Q7347473,Robert McCartney,Q841045,Ulster Unionist Party,6131,Q11918778,1982 Assembly Election,7
Q8005630,William Bleakes,Q841045,Ulster Unionist Party,5383,Q11918778,1982 Assembly Election,8
Q5539882,George Green,Q7879995,Ulster Popular Unionist Party,5377,Q11918778,1982 Assembly Election,9
Q5081712,Charles Poots,Q215519,Democratic Unionist Party,3436,Q11918778,1982 Assembly Election,10
,Hazel Bradford,Q841045,Ulster Unionist Party,3037,Q11918778,1982 Assembly Election,11
,Patrick Doherty,Q175443,Social Democratic and Labour Party,2568,Q11918778,1982 Assembly Election,12
,Thomas Gourley,Q215519,Democratic Unionist Party,2392,Q11918778,1982 Assembly Election,13
Q264117,Brian Wilson,Q244927,Alliance Party of Northern Ireland,1136,Q11918778,1982 Assembly Election,14
Q5237446,David McNarry,Q841045,Ulster Unionist Party,936,Q11918778,1982 Assembly Election,15
,Robert Gabbey,Q7893627,United Ulster Unionist Party,228,Q11918778,1982 Assembly Election,16
Q6137309,James Kilfedder,Q841045,Ulster Unionist Party,21693,Q7058486,1975 Constitutional Convention election,1
Q333991,John Taylor,Q841045,Ulster Unionist Party,7238,Q7058486,1975 Constitutional Convention election,2
Q5539882,George Green,Q3896802,Vanguard Progressive Unionist Party,8063,Q7058486,1975 Constitutional Convention election,3
Q5081712,Charles Poots,Q215519,Democratic Unionist Party,7228,Q7058486,1975 Constitutional Convention election,4
Q5081144,Lord Dunleath,Q244927,Alliance Party of Northern Ireland,9226,Q7058486,1975 Constitutional Convention election,5
Q4895647,Bertie McConnell,Q244927,Alliance Party of Northern Ireland,7064,Q7058486,1975 Constitutional Convention election,6
Q6223344,Viscount Brookeborough,Q7886826,Unionist Party of Northern Ireland,6535,Q7058486,1975 Constitutional Convention election,7
,Neil Oliver,Q841045,Ulster Unionist Party,6515,Q7058486,1975 Constitutional Convention election,8
Q16750371,Sean Hollywood,Q175443,Social Democratic and Labour Party,4150,Q7058486,1975 Constitutional Convention election,9
,Keith Jones,Q244927,Alliance Party of Northern Ireland,2646,Q7058486,1975 Constitutional Convention election,10
Q16014018,William Brownlow,Q7886826,Unionist Party of Northern Ireland,2281,Q7058486,1975 Constitutional Convention election,11
Q17479527,Robert Campbell,Q7886826,Unionist Party of Northern Ireland,1288,Q7058486,1975 Constitutional Convention election,12
Q6137309,Jim Kilfedder,Q841045,Ulster Unionist Party,20684,Q7058471,1973 Assembly Election,1
Q6223344,John Brooke,Q841045,Ulster Unionist Party,9168.25,Q7058471,1973 Assembly Election,2
Q5081712,Charles Poots,Q215519,Democratic Unionist Party,10253.20,Q7058471,1973 Assembly Election,3
Q5081144,Lord Dunleath,Q244927,Alliance Party of Northern Ireland,7663.26,Q7058471,1973 Assembly Election,4
Q17479527,Robert Campbell,Q841045,Ulster Unionist Party,7307.27,Q7058471,1973 Assembly Election,5
Q16014018,William Brownlow,Q841045,Ulster Unionist Party,6630.05,Q7058471,1973 Assembly Election,6
Q4895647,Bertie McConnell,Q244927,Alliance Party of Northern Ireland,6331.28,Q7058471,1973 Assembly Election,7
,Andrew Donaldson,Q841045,Ulster Unionist Party,6097.72,Q7058471,1973 Assembly Election,8
Q5539882,George Green,Q3896802,Vanguard Progressive Unionist Party,5172.69,Q7058471,1973 Assembly Election,9
,Kathleen McClure,Q841045,Ulster Unionist Party,3209.25,Q7058471,1973 Assembly Election,10
,Patrick McHenry,Q175443,Social Democratic and Labour Party,3125.35,Q7058471,1973 Assembly Election,11
,Hans Jess,Q841045,Ulster Unionist Party,2358.40,Q7058471,1973 Assembly Election,12
,Kenneth Leckey,Q3896802,Vanguard Progressive Unionist Party,2245.61,Q7058471,1973 Assembly Election,13
,William Allen,Q7058511,Northern Ireland Labour Party,1969.22,Q7058471,1973 Assembly Election,14
,Cecilia Linehan,Q244927,Alliance Party of Northern Ireland,1839.49,Q7058471,1973 Assembly Election,15
,John Marks,Q244927,Alliance Party of Northern Ireland,754.05,Q7058471,1973 Assembly Election,16
Q192556,David Trimble,Q3896802,Vanguard Progressive Unionist Party,754.05,Q7058471,1973 Assembly Election,17
,Kenneth Young,Q7058511,Northern Ireland Labour Party,672.48,Q7058471,1973 Assembly Election,18
